author,star,review_title,review_date,Text,ProductLink
Ajin,4.0 out of 5 stars,👍,Reviewed in India on 15 May 2024,High quality but not worthy for this rate maximum 200₹ or 250₹,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Vijay kiran c,5.0 out of 5 stars,Very nice,Reviewed in India on 17 May 2024,Nice color and fitting as shown in the picture. The quality of the material is as good as branded ones. Very nice product for the price it's being offered.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Placeholder,3.0 out of 5 stars,It's good tshirt,Reviewed in India on 5 April 2024,It's good and also quality of fabric is also good..size is also come as pet standard size chart..so no issue and recommending with high spirit..,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
John,1.0 out of 5 stars,Poor quality,Reviewed in India on 1 April 2024,Colour removal,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
R K Gangwar,4.0 out of 5 stars,Good,Reviewed in India on 25 May 2024,Good product,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
akash gupta,5.0 out of 5 stars,Very good quality,Reviewed in India on 16 May 2024,Perfect fit and good quality fabric.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Very nice 👍,5.0 out of 5 stars,Good,Reviewed in India on 26 May 2024,Very nice 👍,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Parag Samant (Sam),4.0 out of 5 stars,Little bit tight,Reviewed in India on 22 May 2024,Great t shart for prize compair.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Nitin Choudhary,3.0 out of 5 stars,T-shirts,Reviewed in India on 14 May 2024,"Colour is good, fabric is comfortable",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjIwMTI5MTUxNTk5Mzk4OjowOjo&url=%2FAlan-Jones-Clothing-Collar-T-Shirt%2Fdp%2FB0BXKYPHZW%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Kishor Makadia,5.0 out of 5 stars,Worth buying,Reviewed in India on 12 May 2024,"Valu for money , this is my second purchase. It is comfortable and long lasting. Best for summer.
Very reasonable prices",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Prinu,4.0 out of 5 stars,Value for money,Reviewed in India on 23 May 2024,Good product for these money.Good cotton material.,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Maddy,3.0 out of 5 stars,Just an Ok Product for the price,Reviewed in India on 19 November 2023,It's not soft and has those piercing feeling. Plus the quality of the cloth is not very great. Guess in that price that's all you can expect,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
ROCKSTAR,1.0 out of 5 stars,Zero star,Reviewed in India on 20 May 2024,Very bad quality. I placed an order for exchange month ago still didn’t get any update. Zero star,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Abdulrab,5.0 out of 5 stars,price,Reviewed in India on 24 May 2024,Quality of cloth is very good I've ordered it for 400 and its really worthy 😊,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
tushar,2.0 out of 5 stars,If u need Size M for regular cloths not L for this product.,Reviewed in India on 6 May 2024,"Material is not smooth, releases colocurs in wash
Overall below average product",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
gopesh madhukar,4.0 out of 5 stars,Fitting,Reviewed in India on 5 May 2024,"Fitting great!
Not pure cotton, blended.",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Catherin Benny,5.0 out of 5 stars,best for 399rs now its showing huge rate,Reviewed in India on 21 May 2024,best for this price very comfortable for this Summer,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Sukanya,4.0 out of 5 stars,Pack of 3 at 399/-,Reviewed in India on 21 May 2024,Yah gud.... Affordable .....onle one thing is if ur brand size is L then order XL,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Rakesh,4.0 out of 5 stars,About size,Reviewed in India on 25 May 2024,Size is good but not best,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNDQyMzUxNTE5NTI5MTQ5OjE3MTY5NTI4MDA6c3BfbXRmOjMwMDAwOTM1NjA2MzUzMjo6MDo6&url=%2FScott-International-Regular-T-Shirt-SS20-3RNMEL-BU-MA-RB-XL_Assorted_X-Large%2Fdp%2FB08L83TJ5H%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.J_xNyLIe9OGf0yV6aDqtexKES38XzHRhFBWaGzN1Y1CiDAeFN3BxkMGQ9M9ClPEMApv8rslQgI8A8ytvEAk8ffefoEYtVDLk-CQgbkO4Hd71WCwXWGYf1Yukcl7TKQm_etPXv3scpIcO8hJgB_EHzEnbYCqLrGnQJMBBSb6gkL-exKdg6TZBF0e4iB9_Zz-eD7FStQdlVcyed8BwR58ngGzsIc97z4Nl6kBHSO0xA45NWVB4TqOtIWUmWzNunrc9Q__TqxIrI0X92r7KFCI9sjM3tX9dOIJ-1hvYhxU_xqo.jkPBGoIXWyzXFXQoy6tCsB-xyVrmLoQopNxy93cqCgs%26dib_tag%3Dse%26keywords%3Dt%2Bshirt%2Bfor%2Bmen%26qid%3D1716952800%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
